;0;1;2;3;4;5;6;7;8;9;10
0;2.7046768858736285e-05;7.448410704013128e-05;0.0002265232155239428;0.0006063956368940948;0.0013045601475535273;0.0019267031151534754;0.0013045601474034063;0.000606395635496334;0.0002265232160357922;7.448410565611351e-05;2.704677026565253e-05
1;7.448410681710701e-05;0.00023116218486465416;0.0007932499693539868;0.002415598375138536;0.0059540899149603255;0.009940572592178452;0.005954089916385222;0.0024155983762234033;0.0007932499694954012;0.000231162185983659;7.448410521239857e-05
2;0.00022652321477991115;0.0007932499686021614;0.0030829418857239435;0.010775267224445228;0.031097384621025768;0.060519864980187986;0.031097384621323495;0.010775267227318822;0.003082941887125572;0.0007932499696171124;0.00022652321645090832
3;0.0006063956363558181;0.002415598375037865;0.010775267226394833;0.04441371093871692;0.15513985571425365;0.38890667312625926;0.15513985571242772;0.04441371093943912;0.010775267225660353;0.0024155983764389028;0.0006063956352866872
4;0.001304560151034725;0.005954089915185621;0.03109738462142239;0.15513985571200362;0.7200769120416481;2.388008422520285;0.7200769120395581;0.1551398557111355;0.03109738462086683;0.005954089917220931;0.0013045601502614135
5;0.0019267031163986363;0.009940572592554917;0.06051986498249508;0.38890667312624816;2.388008422521686;0.0;2.3880084225200053;0.38890667312605354;0.06051986498244882;0.009940572591164177;0.0019267031154189132
6;0.001304560151061821;0.005954089917014049;0.031097384621830607;0.1551398557125679;0.7200769120419221;2.3880084225202216;0.7200769120413897;0.15513985571211003;0.031097384620776207;0.005954089914260964;0.0013045601504423382
7;0.0006063956349654869;0.0024155983755308505;0.010775267227375221;0.04441371093993465;0.1551398557131384;0.38890667312695604;0.1551398557134644;0.04441371093984658;0.01077526722442341;0.002415598374860754;0.0006063956362711447
8;0.00022652321652915362;0.0007932499679303474;0.0030829418876989773;0.010775267226620875;0.031097384618974384;0.06051986498178006;0.031097384619510553;0.010775267226001415;0.0030829418872676756;0.0007932499697788041;0.00022652321543238923
9;7.448410734764595e-05;0.0002311621845099951;0.0007932499696609832;0.0024155983752433014;0.005954089915526379;0.009940572593381712;0.005954089916703687;0.0024155983762320023;0.0007932499698907134;0.00023116218554100374;7.448410701719484e-05
10;2.704676797583909e-05;7.448410610462562e-05;0.0002265232162716227;0.0006063956368867788;0.0013045601502739799;0.0019267031154755064;0.0013045601493226297;0.0006063956366978325;0.00022652321620513456;7.448410735099153e-05;2.704676944894352e-05
