;0;1;2;3;4;5;6;7;8;9;10
0;3.1250000000000016e-10;4.194304000000006e-21;5.2428800000000074e-20;6.553600000000008e-19;8.19200000000001e-18;1.0240000000000011e-16;1.2800000000000013e-15;1.6000000000000014e-14;2.0000000000000013e-13;2.5000000000000015e-12;3.1250000000000015e-11
1;6.250000000000003e-09;6.250000000000002e-08;6.826666666666675e-19;8.19200000000001e-18;1.0240000000000011e-16;1.2800000000000013e-15;2.048000000000002e-14;2.560000000000002e-13;3.200000000000002e-12;4.0000000000000023e-11;5.000000000000002e-10
2;1.0000000000000005e-07;1.2500000000000005e-06;1.2500000000000004e-05;1.7476266666666688e-16;1.677721600000002e-15;2.0971520000000024e-14;3.2768000000000033e-13;4.0960000000000035e-12;5.1200000000000034e-11;6.400000000000004e-10;8.000000000000004e-09
3;1.6000000000000008e-06;2.000000000000001e-05;0.00025000000000000006;0.0025000000000000005;3.4952533333333375e-14;4.1943040000000044e-13;5.242880000000005e-12;6.553600000000006e-11;8.192000000000005e-10;1.0240000000000006e-08;1.2800000000000006e-07
4;2.5600000000000012e-05;0.00032000000000000013;0.004000000000000001;0.05;0.5;6.990506666666673e-12;6.553600000000006e-11;8.192000000000005e-10;1.3107200000000009e-08;1.638400000000001e-07;2.048000000000001e-06
5;0.0004096000000000002;0.005120000000000002;0.06400000000000002;0.8;10.0;0.0;1.0922666666666673e-09;1.3107200000000009e-08;1.638400000000001e-07;2.048000000000001e-06;3.2768000000000016e-05
6;2.5600000000000012e-05;0.00032000000000000013;0.004000000000000001;0.05;0.5;5.461333333333338e-12;8.388608000000008e-11;1.048576000000001e-09;1.3107200000000009e-08;1.638400000000001e-07;2.048000000000001e-06
7;1.6000000000000008e-06;2.000000000000001e-05;0.00025000000000000006;0.0025000000000000005;2.7306666666666695e-14;4.1943040000000044e-13;5.242880000000005e-12;6.553600000000006e-11;8.192000000000005e-10;1.0240000000000006e-08;1.2800000000000006e-07
8;1.0000000000000005e-07;1.2500000000000005e-06;1.2500000000000004e-05;1.6777216000000022e-16;2.0971520000000026e-15;2.6214400000000028e-14;3.2768000000000033e-13;4.0960000000000035e-12;5.1200000000000034e-11;6.400000000000004e-10;8.000000000000004e-09
9;6.250000000000003e-09;6.250000000000002e-08;8.388608000000012e-19;1.0485760000000013e-17;1.3107200000000016e-16;1.6384000000000017e-15;2.048000000000002e-14;2.560000000000002e-13;3.200000000000002e-12;4.0000000000000023e-11;5.000000000000002e-10
10;3.1250000000000016e-10;3.2768000000000046e-21;5.2428800000000074e-20;6.553600000000008e-19;8.19200000000001e-18;1.0240000000000011e-16;1.2800000000000013e-15;1.6000000000000014e-14;2.0000000000000013e-13;2.5000000000000015e-12;3.1250000000000015e-11
