;0;1;2;3;4;5;6;7;8;9;10
0;1.3421772800000013e-09;1.6777216000000015e-08;2.0971520000000014e-07;2.6214400000000015e-06;3.2768000000000016e-05;0.0004096000000000002;3.2768000000000016e-05;2.6214400000000015e-06;2.0971520000000014e-07;1.6777216000000015e-08;1.3421772800000013e-09
1;1.6777216000000015e-08;2.0971520000000014e-07;2.6214400000000015e-06;3.2768000000000016e-05;0.0004096000000000002;0.005120000000000002;0.0004096000000000002;3.2768000000000016e-05;2.6214400000000015e-06;2.0971520000000014e-07;1.6777216000000015e-08
2;2.0971520000000014e-07;2.6214400000000015e-06;3.2768000000000016e-05;0.0004096000000000002;0.005120000000000002;0.06400000000000002;0.005120000000000002;0.0004096000000000002;3.2768000000000016e-05;2.6214400000000015e-06;2.0971520000000014e-07
3;2.6214400000000015e-06;3.2768000000000016e-05;0.0004096000000000002;0.005120000000000002;0.06400000000000002;0.8;0.06400000000000002;0.005120000000000002;0.0004096000000000002;3.2768000000000016e-05;2.6214400000000015e-06
4;3.2768000000000016e-05;0.0004096000000000002;0.005120000000000002;0.06400000000000002;0.8;10.0;0.8;0.06400000000000002;0.005120000000000002;0.0004096000000000002;3.2768000000000016e-05
5;0.0004096000000000002;0.005120000000000002;0.06400000000000002;0.8;10.0;0.0;10.0;0.8;0.06400000000000002;0.005120000000000002;0.0004096000000000002
6;3.2768000000000016e-05;0.0004096000000000002;0.005120000000000002;0.06400000000000002;0.8;10.0;0.8;0.06400000000000002;0.005120000000000002;0.0004096000000000002;3.2768000000000016e-05
7;2.6214400000000015e-06;3.2768000000000016e-05;0.0004096000000000002;0.005120000000000002;0.06400000000000002;0.8;0.06400000000000002;0.005120000000000002;0.0004096000000000002;3.2768000000000016e-05;2.6214400000000015e-06
8;2.0971520000000014e-07;2.6214400000000015e-06;3.2768000000000016e-05;0.0004096000000000002;0.005120000000000002;0.06400000000000002;0.005120000000000002;0.0004096000000000002;3.2768000000000016e-05;2.6214400000000015e-06;2.0971520000000014e-07
9;1.6777216000000015e-08;2.0971520000000014e-07;2.6214400000000015e-06;3.2768000000000016e-05;0.0004096000000000002;0.005120000000000002;0.0004096000000000002;3.2768000000000016e-05;2.6214400000000015e-06;2.0971520000000014e-07;1.6777216000000015e-08
10;1.3421772800000013e-09;1.6777216000000015e-08;2.0971520000000014e-07;2.6214400000000015e-06;3.2768000000000016e-05;0.0004096000000000002;3.2768000000000016e-05;2.6214400000000015e-06;2.0971520000000014e-07;1.6777216000000015e-08;1.3421772800000013e-09
